lexEntry	nrOfTokens	isPrefix	polarity
not self control	3	0	neg_positive
not self motivated	3	0	neg_positive
not selfishless	2	1	neg_positive
not selfless	2	1	neg_positive
not sensation	2	0	neg_positive
not sensational	2	0	neg_positive
not sensations	2	0	neg_positive
not sense	2	0	neg_positive
not senses	2	0	neg_positive
not sensitiv	2	1	neg_positive
not sensual	2	1	neg_positive
not sensuous	2	1	neg_positive
not serene	2	1	neg_positive
not serenity	2	1	neg_positive
not set clear	3	1	neg_positive
not sexier	2	0	neg_positive
not sexiest	2	0	neg_positive
not sexiness	2	0	neg_positive
not sexy	2	0	neg_positive
not sheltered	2	0	neg_positive
not sheltering	2	0	neg_positive
not shelters	2	0	neg_positive
not shield	2	1	neg_positive
not shiny	2	1	neg_positive
not shrewd	2	1	neg_positive
not significanc	2	1	neg_positive
not significant	2	0	neg_positive
not simplify	2	1	neg_positive
not sincer	2	1	neg_positive
not sing	2	0	neg_positive
not singing	2	0	neg_positive
not sings	2	0	neg_positive
not sinless	2	0	neg_positive
not sit well	3	0	neg_positive
not skill	2	0	neg_positive
not skilled	2	0	neg_positive
not skillful	2	1	neg_positive
not sky is the limit	5	0	neg_positive
not sleek	2	1	neg_positive
not smart	2	1	neg_positive
not smash hit	3	0	neg_positive
not smile	2	1	neg_positive
not smiling	2	1	neg_positive
not smitten	2	1	neg_positive
not smooth	2	0	neg_positive
not smoothe	2	1	neg_positive
not smoothing	2	0	neg_positive
not smoothly	2	0	neg_positive
not smoothness	2	0	neg_positive
not smooths	2	0	neg_positive
not snug	2	1	neg_positive
not so kind	3	0	neg_positive
not sober	2	1	neg_positive
not sobriety	2	1	neg_positive
not sociab	2	1	neg_positive
not social	2	1	neg_positive
not softhearted	2	1	neg_positive
not softness	2	1	neg_positive
not solac	2	1	neg_positive
not solemn	2	1	neg_positive
not soothe	2	1	neg_positive
not soothing	2	1	neg_positive
not sophisticat	2	1	neg_positive
not soulmate	2	1	neg_positive
not sound	2	0	neg_positive
not soundest	2	0	neg_positive
not soundly	2	0	neg_positive
not soundness	2	0	neg_positive
not sparkl	2	1	neg_positive
not special	2	0	neg_positive
not specialist	2	1	neg_positive
not spectacular	2	1	neg_positive
not spirit	2	0	neg_positive
not spirit	2	1	neg_positive
not splend	2	1	neg_positive
not splendor	2	1	neg_positive
not splendour	2	1	neg_positive
not spotless	2	1	neg_positive
not sprightly	2	1	neg_positive
not stabili	2	1	neg_positive
not stable	2	0	neg_positive
not stableness	2	0	neg_positive
not stamina	2	1	neg_positive
not starter	2	0	neg_positive
not stately	2	1	neg_positive
not staunch	2	1	neg_positive
not steadfast	2	1	neg_positive
not steadiness	2	1	neg_positive
not steady	2	1	neg_positive
not stick by	3	0	neg_positive
not stick it out	4	0	neg_positive
not stick to it	4	0	neg_positive
not stick up for	4	0	neg_positive
not stick with	3	0	neg_positive
not stimulat	2	1	neg_positive
not straight and narrow	4	0	neg_positive
not straight shooter	3	1	neg_positive
not straighten	2	1	neg_positive
not straightening	2	0	neg_positive
not straightest	2	0	neg_positive
not straightforward	2	0	neg_positive
not strength	2	1	neg_positive
not stress free	3	0	neg_positive
not strifeless	2	1	neg_positive
not strike a balance	4	0	neg_positive
not strong	2	0	neg_positive
not stronger	2	0	neg_positive
not strongest	2	0	neg_positive
not stronghold	2	1	neg_positive
not strongman	2	0	neg_positive
not struck a balance	4	0	neg_positive
not studious	2	1	neg_positive
not stupendous	2	1	neg_positive
not sturdy	2	1	neg_positive
not stylish	2	1	neg_positive
not suav	2	1	neg_positive
not sublime	2	1	neg_positive
not subside	2	0	neg_positive
not subsides	2	0	neg_positive
not subsist	2	1	neg_positive
not substantiat	2	1	neg_positive
not succeed	2	1	neg_positive
not success	2	0	neg_positive
not successes	2	0	neg_positive
not successful	2	1	neg_positive
not suckl	2	1	neg_positive
not suffic	2	1	neg_positive
not suggestiv	2	1	neg_positive
not suitability	2	0	neg_positive
not suitable	2	1	neg_positive
not suitably	2	0	neg_positive
not sumptuous	2	1	neg_positive
not sunny	2	1	neg_positive
not super	2	0	neg_positive
not superable	2	0	neg_positive
not superably	2	0	neg_positive
not superb	2	0	neg_positive
not superboy	2	0	neg_positive
not supercool	2	0	neg_positive
not supereminen	2	1	neg_positive
not supergirl	2	0	neg_positive
not supergroup	2	0	neg_positive
not superhuman	2	0	neg_positive
not superior	2	0	neg_positive
not superiority	2	0	neg_positive
not superlativ	2	1	neg_positive
not superman	2	0	neg_positive
not supermen	2	0	neg_positive
not superstar	2	1	neg_positive
not superwoman	2	0	neg_positive
not superwomen	2	0	neg_positive
not support	2	1	neg_positive
not surmount	2	1	neg_positive
not surviv	2	1	neg_positive
not survivor	2	1	neg_positive
not sustain	2	1	neg_positive
not swear by	3	0	neg_positive
not sweet	2	0	neg_positive
not sweeten	2	1	neg_positive
not sweeter	2	0	neg_positive
not sweetest	2	0	neg_positive
not sweetheart	2	1	neg_positive
not sweetie	2	0	neg_positive
not sweetly	2	0	neg_positive
not sweetness	2	0	neg_positive
not sweets	2	0	neg_positive
not symboli	2	1	neg_positive
not sympathetic	2	1	neg_positive
not sympathi	2	1	neg_positive
not sympathy	2	1	neg_positive
not symphon	2	1	neg_positive
not tact	2	0	neg_positive
not tactful	2	1	neg_positive
not taintless	2	0	neg_positive
not talent	2	1	neg_positive
not tasteful	2	0	neg_positive
not teasingly	2	0	neg_positive
not temperance	2	0	neg_positive
not temperate	2	0	neg_positive
not temperately	2	0	neg_positive
not temperateness	2	0	neg_positive
not tempering	2	1	neg_positive
not tenacious	2	1	neg_positive
not tender	2	0	neg_positive
not tenderhearted	2	1	neg_positive
not tenderly	2	0	neg_positive
not tenderness	2	0	neg_positive
not terrific	2	1	neg_positive
not thank	2	0	neg_positive
not thaw	2	1	neg_positive
not therapeutic	2	1	neg_positive
not thorough	2	0	neg_positive
not thoughtful	2	1	neg_positive
not thrift	2	0	neg_positive
not thrifti	2	1	neg_positive
not thriftless	2	1	neg_positive
not thrifty	2	0	neg_positive
not thrill	2	1	neg_positive
not thriv	2	1	neg_positive
not tickl	2	1	neg_positive
not tidy	2	1	neg_positive
not tingl	2	1	neg_positive
not tireless	2	1	neg_positive
not titillat	2	1	neg_positive
not tolera	2	1	neg_positive
not toleran	2	1	neg_positive
not tolerat	2	1	neg_positive
not top notch	3	1	neg_positive
not top rated	3	0	neg_positive
not topmost	2	1	neg_positive
not trained	2	0	neg_positive
not tranquil	2	0	neg_positive
not tranquilit	2	1	neg_positive
not tranquillit	2	1	neg_positive
not tranquilly	2	0	neg_positive
not tranquilness	2	0	neg_positive
not treasure	2	0	neg_positive
not treasured	2	0	neg_positive
not treasures	2	0	neg_positive
not treasuring	2	0	neg_positive
not tremendous	2	1	neg_positive
not tribute	2	1	neg_positive
not tributes	2	0	neg_positive
not triump	2	1	neg_positive
not trophy	2	1	neg_positive
not true	2	1	neg_positive
not trust	2	0	neg_positive
not trustable	2	0	neg_positive
not trusted	2	0	neg_positive
not trustful	2	1	neg_positive
not trusti	2	1	neg_positive
not trusts	2	0	neg_positive
not trustworth	2	1	neg_positive
not trusty	2	0	neg_positive
not truth	2	1	neg_positive
not unaffected	2	1	neg_positive
not unbound	2	1	neg_positive
not unbroken	2	1	neg_positive
not unburden	2	1	neg_positive
not uncover	2	1	neg_positive
not unculpab	2	1	neg_positive
not undaunt	2	1	neg_positive
not undecked	2	1	neg_positive
not under control	3	0	neg_positive
not understand	2	1	neg_positive
not undisput	2	1	neg_positive
not undoubted	2	1	neg_positive
not unfailing	2	0	neg_positive
not unforbidden	2	1	neg_positive
not unforgettab	2	1	neg_positive
not unimpeach	2	1	neg_positive
not uniqu	2	1	neg_positive
not uniting	2	0	neg_positive
not unity	2	1	neg_positive
not unmaimed	2	1	neg_positive
not unmolested	2	1	neg_positive
not unselfish	2	1	neg_positive
not untiring	2	1	neg_positive
not untroubled	2	1	neg_positive
not unwaver	2	1	neg_positive
not unworr	2	1	neg_positive
not upgrade	2	1	neg_positive
not uphold	2	1	neg_positive
not uplift	2	1	neg_positive
not upright	2	1	neg_positive
not upside	2	0	neg_positive
not useful	2	1	neg_positive
not utilitarian	2	1	neg_positive
not valiant	2	1	neg_positive
not valid	2	1	neg_positive
not valor	2	1	neg_positive
not valour	2	1	neg_positive
not valu	2	1	neg_positive
not vanquish	2	1	neg_positive
not venerab	2	1	neg_positive
not venerat	2	1	neg_positive
not veritab	2	1	neg_positive
not versatil	2	1	neg_positive
not viab	2	1	neg_positive
not viability	2	1	neg_positive
not vibran	2	1	neg_positive
not victor	2	1	neg_positive
not victory	2	1	neg_positive
not vigilan	2	1	neg_positive
not vigor	2	1	neg_positive
not vigour	2	1	neg_positive
not virtue	2	1	neg_positive
not virtuo	2	1	neg_positive
not vision	2	0	neg_positive
not visionar	2	1	neg_positive
not vital	2	1	neg_positive
not vivaciou	2	1	neg_positive
not vivacity	2	1	neg_positive
not vivid	2	1	neg_positive
not voluntary	2	1	neg_positive
not vouchsaf	2	1	neg_positive
not walk on air	4	1	neg_positive
not warm	2	0	neg_positive
not warmed	2	0	neg_positive
not warmer	2	0	neg_positive
not warmest	2	0	neg_positive
not warmhearted	2	1	neg_positive
not warming	2	0	neg_positive
not warmly	2	0	neg_positive
not warmness	2	0	neg_positive
not warmth	2	0	neg_positive
not wealth	2	1	neg_positive
not wedlock	2	1	neg_positive
not welcom	2	1	neg_positive
not well	2	0	neg_positive
not wellness	2	0	neg_positive
not wholesom	2	1	neg_positive
not will	2	0	neg_positive
not willingly	2	1	neg_positive
not willingness	2	1	neg_positive
not win	2	0	neg_positive
not windfall	2	0	neg_positive
not winn	2	1	neg_positive
not wins	2	0	neg_positive
not wisdom	2	1	neg_positive
not wise	2	0	neg_positive
not wised	2	0	neg_positive
not wisely	2	0	neg_positive
not wiser	2	0	neg_positive
not wises	2	0	neg_positive
not wisest	2	0	neg_positive
not wit	2	0	neg_positive
not without a hitch	4	0	neg_positive
not witti	2	1	neg_positive
not witty	2	1	neg_positive
not won	2	0	neg_positive
not wonderf	2	1	neg_positive
not wondrous	2	1	neg_positive
not woo	2	0	neg_positive
not wooed	2	1	neg_positive
not wooer	2	0	neg_positive
not wooing	2	1	neg_positive
not woos	2	0	neg_positive
not worship	2	1	neg_positive
not worth	2	0	neg_positive
not worth while	3	1	neg_positive
not worthi	2	1	neg_positive
not worthwhile	2	1	neg_positive
not worthy	2	1	neg_positive
not young at heart	4	0	neg_positive
not zeal	2	0	neg_positive
not zealous	2	1	neg_positive
not zest	2	1	neg_positive
not a lie	3	0	neg_negative
not abandon	2	1	neg_negative
not abas	2	1	neg_negative
not abattoir	2	1	neg_negative
not abdicat	2	1	neg_negative
not aberra	2	1	neg_negative
not abhor	2	1	neg_negative
not abject	2	1	neg_negative
not abnormal	2	1	neg_negative
not abolish	2	1	neg_negative
not abominab	2	1	neg_negative
not abominat	2	1	neg_negative
not abrasiv	2	1	neg_negative
not absent	2	1	neg_negative
not abstrus	2	1	neg_negative
not absurd	2	1	neg_negative
not abus	2	1	neg_negative
not accident	2	1	neg_negative
not accost	2	1	neg_negative
not accursed	2	1	neg_negative
not accusation	2	1	neg_negative
not accuse	2	1	neg_negative
not accusing	2	1	neg_negative
not acerbi	2	1	neg_negative
not ache	2	1	neg_negative
not aching	2	1	neg_negative
not achy	2	0	neg_negative
not acomia	2	1	neg_negative
not acrimon	2	1	neg_negative
not adactylism	2	1	neg_negative
not addict	2	1	neg_negative
not admonish	2	1	neg_negative
not admonition	2	1	neg_negative
not adulterat	2	1	neg_negative
not adultery	2	1	neg_negative
not advers	2	1	neg_negative
not affectation	2	1	neg_negative
not affected	2	1	neg_negative
not affected manner	3	1	neg_negative
not afflict	2	1	neg_negative
not affright	2	1	neg_negative
not affront	2	1	neg_negative
not afraid	2	1	neg_negative
not against	2	0	neg_negative
not ageism	2	0	neg_negative
not ageist	2	0	neg_negative
not aggravat	2	1	neg_negative
not aggress	2	1	neg_negative
not aggressiv	2	1	neg_negative
not aggriev	2	1	neg_negative
not aghast	2	1	neg_negative
not agitat	2	1	neg_negative
not agoni	2	1	neg_negative
not agony	2	1	neg_negative
not ail	2	1	neg_negative
not aimles	2	1	neg_negative
not alarm	2	1	neg_negative
not alas	2	0	neg_negative
not alien	2	1	neg_negative
not allegation	2	1	neg_negative
not allege	2	0	neg_negative
not alleged	2	1	neg_negative
not aloof	2	1	neg_negative
not altercation	2	1	neg_negative
not amateuri	2	1	neg_negative
not ambiguit	2	1	neg_negative
not ambiguou	2	1	neg_negative
not ambivalent	2	1	neg_negative
not ambush	2	1	neg_negative
not amiss	2	1	neg_negative
not amnesia	2	1	neg_negative
not amok	2	1	neg_negative
not amoral	2	1	neg_negative
not anal	2	0	neg_negative
not anality	2	0	neg_negative
not anally	2	0	neg_negative
not anarchist	2	1	neg_negative
not anarchy	2	1	neg_negative
not anchoret	2	1	neg_negative
not anchorit	2	1	neg_negative
not anger	2	1	neg_negative
not angr	2	1	neg_negative
not angry	2	1	neg_negative
not anguish	2	1	neg_negative
not animosity	2	1	neg_negative
not animus	2	1	neg_negative
not annihilat	2	1	neg_negative
not annoy	2	1	neg_negative
not anomalous	2	1	neg_negative
not antagoni	2	1	neg_negative
not anticlimax	2	1	neg_negative
not antipath	2	1	neg_negative
not antiquate	2	1	neg_negative
not antisocial	2	1	neg_negative
not antithe	2	1	neg_negative
not anxi	2	1	neg_negative
not apath	2	1	neg_negative
not apologist	2	0	neg_negative
not appal	2	1	neg_negative
not appall	2	1	neg_negative
not apprehens	2	1	neg_negative
not arbitrar	2	1	neg_negative
not arduous	2	1	neg_negative
not argue	2	1	neg_negative
not arguing	2	1	neg_negative
not argument	2	1	neg_negative
not arrogan	2	1	neg_negative
not arse	2	0	neg_negative
not arsehole	2	1	neg_negative
not arses	2	0	neg_negative
not artificial	2	1	neg_negative
not artless	2	1	neg_negative
not asham	2	1	neg_negative
not asinin	2	1	neg_negative
not ass	2	0	neg_negative
not assail	2	1	neg_negative
not assassin	2	1	neg_negative
not assault	2	1	neg_negative
not asses	2	0	neg_negative
not asshol	2	1	neg_negative
not astray	2	1	neg_negative
not asunder	2	1	neg_negative
not at odds	3	0	neg_negative
not atroc	2	1	neg_negative
not atrophy	2	1	neg_negative
not attack	2	1	neg_negative
not audacity	2	1	neg_negative
not auster	2	1	neg_negative
not authoritarian	2	0	neg_negative
not autocrat	2	1	neg_negative
not avaric	2	1	neg_negative
not aveng	2	1	neg_negative
not avers	2	1	neg_negative
not avert	2	1	neg_negative
not avoid	2	1	neg_negative
not awful	2	1	neg_negative
not awkward	2	1	neg_negative
not awry	2	1	neg_negative
not ax	2	0	neg_negative
not axe	2	0	neg_negative
not axed	2	0	neg_negative
not axes	2	0	neg_negative
not axing	2	0	neg_negative
not babbl	2	1	neg_negative
not back seat	3	0	neg_negative
not backlash	2	1	neg_negative
not backlog	2	0	neg_negative
not backslide	2	0	neg_negative
not backward	2	1	neg_negative
not bad	2	0	neg_negative
not badd	2	1	neg_negative
not badger	2	1	neg_negative
not badland	2	1	neg_negative
not badly	2	1	neg_negative
not badmouth	2	1	neg_negative
not badness	2	0	neg_negative
not baffl	2	1	neg_negative
not bail	2	0	neg_negative
not bailed	2	0	neg_negative
not bailee	2	0	neg_negative
not bailer	2	1	neg_negative
not bailing	2	0	neg_negative
not bails	2	0	neg_negative
not bait	2	1	neg_negative
not balk	2	0	neg_negative
not balked	2	0	neg_negative
not balks	2	0	neg_negative
not balky	2	0	neg_negative
not ballast	2	1	neg_negative
not balled	2	0	neg_negative
not balling	2	0	neg_negative
not bamboozl	2	1	neg_negative
not banal	2	1	neg_negative
not bandit	2	1	neg_negative
not bane	2	0	neg_negative
not baneful	2	1	neg_negative
not banes	2	0	neg_negative
not banish	2	1	neg_negative
not bankrupt	2	1	neg_negative
not barb	2	0	neg_negative
not barbarian	2	1	neg_negative
not barbarous	2	0	neg_negative
not barbed	2	0	neg_negative
not barbwire	2	1	neg_negative
not bare	2	1	neg_negative
not barely	2	0	neg_negative
not baring	2	0	neg_negative
not bark	2	0	neg_negative
not barked	2	0	neg_negative
not barking	2	0	neg_negative
not barks	2	0	neg_negative
not barred	2	0	neg_negative
not barren	2	1	neg_negative
not barricad	2	1	neg_negative
not barring	2	0	neg_negative
not bashful	2	1	neg_negative
not bastard	2	1	neg_negative
not battered	2	0	neg_negative
not batterer	2	0	neg_negative
not battering	2	0	neg_negative
not battle	2	0	neg_negative
not battled	2	0	neg_negative
not battles	2	0	neg_negative
